ROW_ID,SK_ID_CURR,Cluster,Segment,Detected By,Detector Count,Queue Route,Anomaly Scope,Outlier Type,Sampled Density Corroboration,Review Type,Priority,Primary Driver,Record Evidence,Business Interpretation,Recommended Action,Review Owner,Automatic Decision Allowed,Extreme Trigger Field,Extreme Trigger Standardized Value,Extreme Trigger Business Value,Evidence Value Basis
56413,165362,cluster_0,Lower-Intensity Credit Footprint,"Calibrated Z-score, Shrinkage Mahalanobis, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Assessed (not isolated),Data consistency check,Urgent data reconciliation,Extreme average severe-late share in bureau monthly history,"Average severe-late share in bureau monthly history is 31.29%; its prepared detection value is +20.9 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 3.07x.","Start with extreme average severe-late share in bureau monthly history: Average severe-late share in bureau monthly history is 31.29%; its prepared detection value is +20.9 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 165362: start with extreme average severe-late share in bureau monthly history: average severe-late share in bureau monthly history is 31.29%; its prepared detection value is +20.9 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average severe-late share in bureau monthly history and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,BUREAU_BB_SEVERE_DPD_MEAN,20.923330989359258,31.29%,Uses original source values where available and observed history summaries otherwise
81604,194631,cluster_0,Lower-Intensity Credit Footprint,"Calibrated Z-score, Shrinkage Mahalanobis, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average payment-to-due ratio,"Average payment-to-due ratio is 1,088.06x; its prepared detection value is +39.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 1,088.06x.","Start with extreme average payment-to-due ratio: Average payment-to-due ratio is 1,088.06x; its prepared detection value is +39.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 194631: start with extreme average payment-to-due ratio: average payment-to-due ratio is 1,088.06x; its prepared detection value is +39.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average payment-to-due ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,INST_PAYMENT_RATIO_MEAN,39.15256945379996,"1,088.06x",Uses original source values where available and observed history summaries otherwise
84985,198592,cluster_2,History-Rich Credit User,"Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average payment-to-due ratio,"Average payment-to-due ratio is 523.17x; its prepared detection value is +18.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 523.17x.","Start with extreme average payment-to-due ratio: Average payment-to-due ratio is 523.17x; its prepared detection value is +18.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 198592: start with extreme average payment-to-due ratio: average payment-to-due ratio is 523.17x; its prepared detection value is +18.8 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average payment-to-due ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,INST_PAYMENT_RATIO_MEAN,18.80154300013732,523.17x,Uses original source values where available and observed history summaries otherwise
86082,199894,cluster_2,History-Rich Credit User,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 857.13 days; its prepared detection value is +14.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 4.16x.","Start with extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 857.13 days; its prepared detection value is +14.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 199894: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 857.13 days; its prepared detection value is +14.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,POS_SK_DPD_MEAN,14.679994974050924,857.13 days,Uses original source values where available and observed history summaries otherwise
86726,200661,cluster_2,History-Rich Credit User,"Calibrated Z-score, Shrinkage Mahalanobis, Isolation Forest",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 1,084.24 days; its prepared detection value is +18.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 4.91x.","Start with extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 1,084.24 days; its prepared detection value is +18.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 200661: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 1,084.24 days; its prepared detection value is +18.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,POS_SK_DPD_MEAN,18.58816227553515,"1,084.24 days",Uses original source values where available and observed history summaries otherwise
182164,311138,cluster_4,Historical Card-Use Intensity,"Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average payment-to-due ratio,"Average payment-to-due ratio is 597.27x; its prepared detection value is +21.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 597.27x.","Start with extreme average payment-to-due ratio: Average payment-to-due ratio is 597.27x; its prepared detection value is +21.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 311138: start with extreme average payment-to-due ratio: average payment-to-due ratio is 597.27x; its prepared detection value is +21.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average payment-to-due ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,INST_PAYMENT_RATIO_MEAN,21.470931920284976,597.27x,Uses original source values where available and observed history summaries otherwise
182837,311914,cluster_1,Repayment-Stress History,"Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average payment-to-due ratio,"Average payment-to-due ratio is 8,482.45x; its prepared detection value is +305.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 8,482.45x.","Start with extreme average payment-to-due ratio: Average payment-to-due ratio is 8,482.45x; its prepared detection value is +305.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 311914: start with extreme average payment-to-due ratio: average payment-to-due ratio is 8,482.45x; its prepared detection value is +305.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average payment-to-due ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,INST_PAYMENT_RATIO_MEAN,305.54779563650726,"8,482.45x",Uses original source values where available and observed history summaries otherwise
253067,392831,cluster_4,Historical Card-Use Intensity,"Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average payment-to-due ratio,"Average payment-to-due ratio is 397.79x; its prepared detection value is +14.3 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 397.79x.","Start with extreme average payment-to-due ratio: Average payment-to-due ratio is 397.79x; its prepared detection value is +14.3 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 392831: start with extreme average payment-to-due ratio: average payment-to-due ratio is 397.79x; its prepared detection value is +14.3 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average payment-to-due ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,INST_PAYMENT_RATIO_MEAN,14.284334360940369,397.79x,Uses original source values where available and observed history summaries otherwise
282511,427243,cluster_4,Historical Card-Use Intensity,"Shrinkage Mahalanobis, Isolation Forest, Local Outlier Factor",3,Detector consensus,Detector-consensus pattern,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average payment-to-due ratio,"Average payment-to-due ratio is 285.28x; its prepared detection value is +10.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 285.28x.","Start with extreme average payment-to-due ratio: Average payment-to-due ratio is 285.28x; its prepared detection value is +10.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. The record also contains a field at least 10 standard deviations from the portfolio mean, although agreement among portfolio-wide detectors remains its queue-entry route.","Applicant 427243: start with extreme average payment-to-due ratio: average payment-to-due ratio is 285.28x; its prepared detection value is +10.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average payment-to-due ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,INST_PAYMENT_RATIO_MEAN,10.23088609681157,285.28x,Uses original source values where available and observed history summaries otherwise
911,101049,cluster_2,History-Rich Credit User,"Shrinkage Mahalanobis, Local Outlier Factor",2,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average payment-to-due ratio,"Average payment-to-due ratio is 348.33x; its prepared detection value is +12.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 348.33x.","Start with extreme average payment-to-due ratio: Average payment-to-due ratio is 348.33x; its prepared detection value is +12.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 101049: start with extreme average payment-to-due ratio: average payment-to-due ratio is 348.33x; its prepared detection value is +12.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average payment-to-due ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,INST_PAYMENT_RATIO_MEAN,12.502587958456592,348.33x,Uses original source values where available and observed history summaries otherwise
12705,114808,cluster_3,Larger-Loan Affordability,"Shrinkage Mahalanobis, Local Outlier Factor",2,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average payment-to-due ratio,"Average payment-to-due ratio is 364.39x; its prepared detection value is +13.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 364.39x.","Start with extreme average payment-to-due ratio: Average payment-to-due ratio is 364.39x; its prepared detection value is +13.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 114808: start with extreme average payment-to-due ratio: average payment-to-due ratio is 364.39x; its prepared detection value is +13.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average payment-to-due ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,INST_PAYMENT_RATIO_MEAN,13.081233617694032,364.39x,Uses original source values where available and observed history summaries otherwise
14712,117164,cluster_3,Larger-Loan Affordability,"Shrinkage Mahalanobis, Local Outlier Factor",2,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Data consistency check,Urgent data reconciliation,Extreme average payment-to-due ratio,"Average payment-to-due ratio is 674.34x; its prepared detection value is +24.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Mean paid-to-due ratio is 674.34x.","Start with extreme average payment-to-due ratio: Average payment-to-due ratio is 674.34x; its prepared detection value is +24.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Until the source is reconciled, this value could distort the application assessment. The check does not establish payment difficulty. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 117164: start with extreme average payment-to-due ratio: average payment-to-due ratio is 674.34x; its prepared detection value is +24.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average payment-to-due ratio and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check for reversals, early payments, duplicate instalments, and inconsistent currency units. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,INST_PAYMENT_RATIO_MEAN,24.24764507968266,674.34x,Uses original source values where available and observed history summaries otherwise
